,textID,text,selected_text,sentiment
6560,1ea2a33153,Was talking to Vincent  Miss him so baadly.,Miss him so baadly.,negative
6561,6a2a77702e, can you follow me please?,can you follow me please?,neutral
6562,72df0ca5a2,TODAy SUCKs - kisskass19: ï¿½you and katey broke up?! Yah Kate Broke up with me  Itï¿½s been awful nd Vodkas... http://tumblr.com/xkx1wgl8r,SUCKs,negative
6563,d29c52c068, Right. But Iï¿½m a stickler for correct DPI export and color value  Iï¿½m going to dig in and find out if this is possible,Right. But Iï¿½m a stickler for correct DPI export and color value  Iï¿½m going to dig in and find out if this is possible,neutral
6564,c65b55f251,I am so sick and tired of this on and off rain,so sick and tired of,negative
6565,5de255b7cb," Thanks!  Your name strikes me every time I see it, as a friend of mine uses belofsouthie as her email",Thanks!,positive
6566,d24d6a2a82,ahhhhh **** it..... none of my friends want to see it... and they don't wanna chill tonight... so its just me myself and i,****,negative
6567,4184799c29,And gadget show today  Can today be any better?,And gadget show today  Can today be any better?,neutral
6568,c315e0c9a5, Thanks I decided to just give up on my old HQ and go with this account. Scoundrels won,Thanks I decided to just give up on my old HQ and go with this account. Scoundrels won,neutral
6569,5e3ba74f5f,"_w_a cool, looking forward to it now",looking forward,positive
6570,24d37f9ba7,     my bracelet broke today too.,elet br,negative
6571,286fe373a6, what!!!????  where are u guys going!?,what!!!????  where are u guys going!?,neutral
6572,709d3cda77,"  i love that show. I would totally go on Time Bandit #deadliestcatch TPG:&quot;Love ocean, crab legs suspense&quot;",i love,positive
6573,f905fd0b28," i just got mine, but it wouldnt let me call you","i just got mine, but it wouldnt let me call you",neutral
6574,95f88bb707, The Killers where the best. A bit disappointed that the last song was cut short  Can you watch it in full on Iplayer ?,The Killers where the best. A bit disappointed that the last song was cut short  Can you watch it in full on Iplayer,neutral
6575,5921285888,watching my baby on snl !  baby you look greaaaaat ;),greaaaaat,positive
6576,c601e8c2d3, That sucks man  I hope you have a problem-free weekend.,That sucks man  I hope you have a problem-free weekend.,negative
6577,9f87957579,is school over yet? Im ready for vacations already,is school over yet? Im ready for vacations already,neutral
6578,3a6737e375," DON'T PANIC! Hehe, it will be fine. Email it to me","DON'T PANIC! Hehe, it will be fine. Email it to me",neutral
6579,e4a721ba63,Hey Tweeps...good morning. Wussup America...Talk to me tell wut's on ur mind..,good morning.,positive
6580,4d9f21aa14,Tomorrow i mean anna,Tomorrow i mean anna,neutral
6581,c1a836142f, aww bradie loves perth  I love the ad at the top of his page too lol ****,loves,positive
6582,e9c337f756,@_TWEE haha thanks to you that's my new word for the week! ****,thanks to you th,positive
6583,038f414797,Feeeel like ima die! Now on my way to rainforest.  !! I need a girls spa day ASAP!,die!,negative
6584,2d66998b10,_Inovera Hi Jakki! Thanks for the hug - right back at ya,Thanks for the hug,positive
6585,9aa88e58a4, Who've u noticed now Kate ?,Who've u noticed now Kate ?,neutral
6586,b94d976041," and aww and HEEE. nicely done, your weekend guest! *approves a lot*",". nicely done,",positive
6587,e5d1ff80f2,tried to 'bing' today.. not operational in australia yet,tried to 'bing' today.. not operational in australia yet,neutral
6588,83ac9989ef,Trying to look up Iowa State Fair Art entry information. Hope to get a piece in this year and maybe win something or get noticed.,Hope to get a piece in this year and maybe win something or get noticed.,positive
6589,a1e6b3b6db,- im hungry...but there's no food at mah house.,there's no food,negative
6590,0d4a59120c," Yep,  that B-Day kiss is gonna happen, right ","Yep,  that B-Day kiss is gonna happen, right",neutral
6591,64cdc1b4b4,hanging with Bri,hanging with Bri,neutral
6592,c5241ed0c6, Were you going to come? The venue said that they couldn't afford to open so cancelled it. I wish we were there now!,. I wish we were there now!,negative
6593,f1528ee87b, I wanna go but my car not here...,I wanna go but my car not here...,neutral
6594,927df40c50,drinking cordial  yes im bored,im bored,negative
6595,bafe958a9b,is wondering what I did to get on the &quot;do not respond&quot; list,is wondering what I did to get on the &quot;do not respond&qu,neutral
6596,782c5a87e1, that breaks my heart,breaks,negative
6597,d64f91e901,My mind automatically wakes up at 7. Huge fail -- it's SUMMER!  Good morning nonetheless. Gonna get ready for work now.,Huge fail -- it's SUMMER!,negative
6598,b60b7e3175, Thanks Elaine. I'm clipping reviews for her scrapbook.,Thanks,positive
6599,e14f80c731,  Re: chocolate thing,Re: chocolate thing,neutral
6600,7e8e2d9d83, So who's going to win the Heineken Cup?  Just need to know who *not* to bet on,So who's going to win the Heineken Cup?  Just need to know who *not* to bet on,neutral
6601,3aae3dab5c," That's just weird... :\  Oh, and what was it you were drawing for me?",That's just weird... :\,negative
6602,5566067de9,Had an awesome lunch with the family &amp; now dinner with the in-laws,Had an awesome lunch wi,positive
6603,5bac5df5db,cannot sleep i'm SUPER DUPER DUPER excited pour la PARIS.  the love city.,excited,positive
6604,b08c76d7d0,"ok, son in bath, so gonna see if I can find some quick quotes.  Gonna miss ya'll this weekend. I'm already gettin sad",sad,negative
6605,297e022449,HAPPY MOTHER'S DAY TO ALL THE WONDERFUL MOTHERS IN THE WORLD!!! myself included...,HAPPY MOTHER'S DAY,positive
6606,417c0d34ef,So tired. Work today.,tired.,negative
6607,ae2c206375, i don't have any excuse other than night shifts! we got our orphan lambs from a local farmer so we cheated,i don't have any excuse other than night shifts! we got our orphan lambs from a local farmer so we cheated,negative
6608,16a93afee7, really?!?! It looks like its going to rain here but its all just gray.... La is a bummer sumtimes,bummer,negative
6609,d5701ace41,i have a yucky burn,yucky burn,negative
6610,5f1e07398b,"Oh, and yippee for Lyn-Z Way who gets to celebrate Mother's Day for the first time as a mother.",celebrate,positive
6611,d1bcd71f83,_ I got 71! That's more than I'm following... I feel special now,I feel special now,positive
6612,ee1500adac,Got a flat on the way in today - Pot hole. Another thing to tick off the &quot;**** things that can happen in a week&quot; list,quot;**** things that can happen in a we,negative
6613,dfad658db7,"Room is clean, now it's time for breakfast","Room is clean, now it's time for breakfast",neutral
6614,5a81652f80, I do NOT. I RARELY dye it at all.  the red was the first in aaaagggessss. My hair just hates me.,I do NOT. I RARELY dye it at all.  the red was the first in aaaagggessss. My hair just hates me.,negative
6615,4027f12112,: I like your crazy and witty humor!,like,positive
6616,f382d3d821,Im in science!! very boring,very boring,negative
6617,b9d9d64cc5,i miss my puppies...,i miss,negative
6618,e8b0ea7c60,whooaaa. just got an overwheolming itus attack after eating,whooaaa. just got an overwheolming itus attack after eating,positive
6619,c20bf26725, bahahaha. I love Gabriel - absolutely **** hilarious!!!,love,positive
6620,80e9ce3e2d," are you giving up on me  oh well. It's not the counting, it's the math and the weighting (or lack of) that doesn't make sense.",t doesn't make sense.,negative
6621,5fd23fd952,Loves her david soooooo much &lt;3,Loves her david soooooo much,positive
6622,82954d69d4,_kelly Bummed about the maxi dresses!  I think they're so cute for summer but I'm only 5'4&quot;!,cute,positive
6623,3d88d89c9d," Hi, California is cool! Here in Budapest/Hungary it's too cold and cloudy today  but usually it's hot in the summer)","Hi, California is cool! Here in Budapest/Hungary it's too cold and cloudy today  but usually it's hot in the summer)",neutral
6624,e4c637df1d,"Twitter, you just fail at life sometimes.  Oh well. http://tinyurl.com/qkxh7q",fail at life sometimes.,negative
6625,9937fa651b, Flew home from London to NI to catch up with the family and caption a show ... Everyone went to bed early and left me!!,Flew home from London to NI to catch up with the family and caption a show ... Everyone went to bed early and left me!!,neutral
6626,90dc2283ca,__ thank You! I almost forgot hoe to type on the keyboard how long I was anway from my PC..,__ thank You! I almost forgot hoe to type on the keyboard how long I was anway from my PC..,neutral
6627,675290d478, any chance you might come back to moncton? i had to miss the show tonight,miss,negative
6628,38a876ce49, Chowder is the ****!!!!!!,****!,negative
6629,509e97575f, you wish,you wish,neutral
6630,1f14f8f9f8,just got back from my grandparents suprise 60th anniversary party...it was sooooo much fun!!!,it was sooooo much fun!!!,positive
6631,2005f1cf47, yeah... i guess my password was also changed... i was not able to login my FB  cahnge my pw again ...ufff,yeah... i guess my password was also changed... i was not able to login my FB  cahnge my pw again ...ufff,neutral
6632,670ce5020c,ugh... my back is killing me.,ugh... my back is killing me.,negative
6633,e84d69675c," It's all over now...now I have to go talk to people in Melrose...cashier, registrar, etc. All those unfun places","It's all over now...now I have to go talk to people in Melrose...cashier, registrar, etc. All those unfun places",neutral
6634,af451dbbd9," and yet i couldnt get a pic it wasnt allowed, then i won passes to their carpet of the 3d premiere no pic still wit them",won,positive
6635,70c7892835,"in school, wants to read Eclipse, 200-and-some-60 pages read","in school, wants to read Eclipse, 200-and-some-60 pages read",neutral
6636,2ca9312be5,"the downside of getting TDL 3 days early is that i won't have time to read it til next week anyway!  but still, hurrah *clutches it close*",hurrah,positive
6637,7cf5fac953,It's teacher appreciation week - been out making deliveries to instructors this morning,It's teacher appreciation week - been out making deliveries to instructors this morning,neutral
6638,682d906b88, - nice how the lifelock suit was brought by experian basically to reduce processing costs caused by ppl who don't want id theft,nice,positive
6639,eb2c5418a4,Where did everyone go?? boo got no-one to twitter on to now  Wonder if I can con some innocent un-suspecting people into talking to me??,Where did everyone go?? boo got no-one to twitter on to now  Wonder if I can con some innocent un-suspecting people into talking to me??,neutral
6640,9b59214560,Happy Baby Mommas Day!!  to all the&gt;&gt; MOMMAS&lt;&lt; on Twitterville,Happy,positive
6641,df2b79f712, Hey Man Congratulations On The Graduation Man You'r World Wide Popular In Philippines,Congratulations,positive
6642,06a6896e62,paris 2moro!! i have to pack...ill wake up at 8  yes: dance lesson at 9 !!,paris 2moro!! i have to pack...ill wake up at 8  yes: dance lesson at 9 !!,neutral
6643,18b6c5e018,Getting ready to go to the comedy club and listening to some Q-Tip  Who's on iChat or Skype right now? I need an outfit critique,Getting ready to go to the comedy club and listening to some Q-Tip  Who's on iChat or Skype right now? I need an outfit critique,neutral
6644,be37842a18,"i lost my nintendogs, it's very upsetting.","i lost my nintendogs, it's very upsetting.",negative
6645,11b9527334,Nothing beats spending an evening with my mom,Nothing beats spending an evening with my mom,positive
6646,a8aa416961,fellow twitterers. if anyone one has a leather jacket for the size of a fat person (aka me) please let me borrow it.,fellow twitterers. if anyone one has a leather jacket for the size of a fat person (aka me) please let me borrow it.,neutral
6647,749cdf596f,Trance or Drum'n'Bass are awesome for working!!  *dances it out*,awesome,positive
6648,f6f69e5073, RIP Michael,RIP Michael,negative
6649,70a0bcd877,I wish I was going to see      today!! I'm sad I dont,I'm,negative
6650,a252d170ca,Goodmorning World,Goodmorning,positive
6651,9cde1fd038, my film didn't come out  the camera was broken. lamesauce.,my film didn't come out  the camera was broken,negative
6652,83f6616e1a, #sometimes also emoticons sometimes,#sometimes also emoticons sometimes,neutral
6653,af9f223e1f,"so much for a day off- I've been on my feet, all over the place, all day!","so much for a day off- I've been on my feet, all over the place, all day!",neutral
6654,3a1b934feb,awake.  school. ew. but i put on some nice lotion.,on some nice lotion.,positive
6655,4b47ae8f3d,OMG IM IN SUCH A BAD MOOD 2DAY   wats ppl doin2nite?,BAD,negative
6656,868f498a67,Stressed  I want prom to be perfect for me &amp; my babe and **** aint looking to good right now!,Stressed,negative
6657,031f001f5a, lol! Ahhh well its a good song,lol!,positive
6658,3749900628,Happy Mothers Day to all the mums in my life and those that are not,Happy,positive
6659,5b0d341d2b,nothing,nothing,neutral
6660,5185f9a7aa,_Guy Just like me )))) No i must confess one dark side of me is that i can be sometimes stubborn + iï¿½m a little morning grouch,one dark side of me,negative
6661,d1dd169199, Why no sn... o. yeah... Sad day.....,. Sad day.....,negative
6662,21cc0b687a,becoz of leg sprain nta ble to do proper wrkouts. Worried shud dis hapen wen i satrted dieting...,Worried,negative
6663,36df05f4b8,  there wasn't enough room for me...,there wasn't enough room for me,negative
6664,cd3b2ac385, UGH I HATE QUEUEING,UGH I HATE QUEUEING,negative
6665,dc801676b2,Nooooo! Its going to rain on my birthday,Nooooo!,negative
6666,09ed11dfa4, Thank you  x,Thank you,positive
6667,a79f914fb9,another friday night with nothing to do ...boyfriend works until 1am,another friday night with nothing to do ...boyfriend works until 1am,neutral
6668,f3d95b57b1, good morning,good morning,positive
6669,03e41e477a,oh how I miss my truck... I could have my whole place moved by now...,I miss,negative
6670,588e531efe, Moooorning! Fancy a coffee?,Moooorning! Fancy a coffee?,neutral
6671,a4c8f91774," yes I can talk friench and in my picture this is me in france !!  Now , i'm in london and soon i'm going to L.A","yes I can talk friench and in my picture this is me in france !!  Now , i'm in london and soon i'm going to L.A",neutral
6672,e331bde9e7,Friday!!!!!!!!!! Wooo and nothing to do.  Nuggets better pull it off tonight.,Friday!!!!!!!!!! Wooo and nothing to do.  Nuggets better pull it off tonight.,neutral
6673,7ab6fa953a, But I am with you... I hate doing it... can't we just make music and magically not have to worry about money  awe... sigh...LOL,But I am with you... I hate doing it... can't we just make music and magically not have to worry about money  awe... sigh...LOL,neutral
6674,756df878dd,_carter Vid is marked private..,Vid is marked private..,neutral
6675,05f6e08bf9,will deplurk too. buhbyeee  http://plurk.com/p/rp3ir,will deplurk too. buhbyeee  http://plurk.com/p/rp3ir,neutral
6676,1a54b8916c,Happy Mothers Day!!,Happy Mothers Day!!,positive
6677,b93e52800b, that's meAn,that's meAn,negative
6678,fead96f70c,from seeing all my koreans buisnesses failing.,all my koreans buisnesses failing.,negative
6679,4e96aaff43,New picture isn't working,New picture isn't working,negative
6680,8ea6edf6c7," i know, and we gotta wait until earl 2010, i think or very late 2009! its just wrong",", i think or very late 2009! its just wrong",negative
6681,366cc0d7ac,"_____ re:firmware. Heh, just a coincidence. I didn't do anything. Maybe the SW guys heard you?","re:firmware. Heh, just a coincidence. I didn't do anything. Maybe the SW guys heard you?",neutral
6682,d3889fedf4, not really sure. need to deposit and save some money,not really sure.,negative
6683,adb093890f, Going so soon? I was hoping to hear late nite humor from you....,hoping,positive
6684,840a19bc35,"spent the whole day editing in Pro Tools...i luvvv this thing and am becoming quite the pro, but it gives me insane headaches.","i luvvv this thing and am becoming quite the pro, but it gives me insane headaches.",neutral
6685,3d02a62350,"_OTTAWA ur welcome, sweet dreams!","ur welcome, sweet dreams!",positive
6686,4317aabcd5, Good work.I've only just managed to turn my studio on... I envy your productivity,. I envy your productivity,negative
6687,1bd579e2a6,Finally on my way home,Finally on my way home,neutral
6688,c0f58575bf, i want to experience snow  we don't have snow here and it sucks,t sucks,negative
6689,a5cbe88f19, Flo is one of my Backup wives in case Renae gets abducted by Aliens or Russians. But if Flo's pregnant it changes things,Flo is one of my Backup wives in case Renae gets abducted by Aliens or Russians. But if Flo's pregnant it changes things,neutral
6690,a7771f84b0,Just got up from a nap.. Relaxing for the night,Relaxing,positive
6691,d9b5dafc96,Just finished taking world geograhy final!!! I think I did bad!!!!,I think I did bad!!!!,negative
6692,589bb8f7e3, what about Your Body by Tom Novy or Voodoo Child by Rogue Traders. They are from 04/05. Good memories from these songs,Good memories,positive
6693,df31ac9e8d,"ugh, not sure i have the patience or remaining intelligence at this point in the day (week?) to refactor and rewrite this package of code",intelligence,positive
6694,59051e4432, discover a whole new beautiful you,discover a whole new beautiful you,positive
6695,39d0dd9215,Off to get Bailey's tongue clipped,Off to get Bailey's tongue clipped,neutral
6696,1132b51b1a,Guinness got 2 'new' toys from mom and dads house.  Hooray for free stuff,Hooray,positive
6697,82a78ae8ea,getting my hair cut todayyyy! i'm nerrrvous,i'm nerrrvous,negative
6698,8bd924b817, i'm still thinking about that *FKC* meal I missed yesterday,missed,negative
6699,a0d6b5cd94,**** the day flies when u got 3647 things to do and only 8 hours to do it in!!,**** the day flies when u got 3647 things to do and only 8 hours to do it in!!,negative
6700,bc8e9160c4,"_chung oh get well soon Alexa, take some rest",get well soon,positive
6701,b5b51f8ca5,I think my wireless router is dieing,dieing,negative
6702,7bb003fcac, Glad you are happy!,Glad you are happy!,positive
6703,8a5155db71, i'm about to have to hang up   my fone is getting to hot,to ha,negative
6704,3eccdee746,Hulu Desktop looks nice but not for my region,Hulu Desktop looks nice,positive
6705,24d79167f7, My friend and I have a request that you play Nothing Sir when you hit Perth on Tues. From Jazz and Charni,My friend and I have a request that you play Nothing Sir when you hit Perth on Tues. From Jazz and Charni,neutral
6706,55bacda5eb,waiting for sleeping pills to kick in... gonna be so tired at work tomorrow,tired,negative
6707,580b5a19f4,"Well, my aunts dog died. I understand how devastated she is. I'll probably head over there soon for support","Well, my aunts dog died. I understand how devastated she is. I'll probably head over there soon for support",negative
6708,a13f1ded20, voting has closed,voting has closed,neutral
6709,2660d36152," Alright, sorry. But I think you should go anyways",sorry.,negative
6710,30fb85c542, After I water the plants I am headed to the farm. Don't have any popcorn for the goats   Katnip is looking good under saddle,is looking goo,positive
6711,8d1ab2e696,goodnight world.... goodnight eddplant.,goodnight world.... goodnight eddplant.,neutral
6712,bb21279826,Going to bed  Goodnight  xox,Going to bed  Goodnight  xox,neutral
6713,798bb6bc55,_Laurie sorry to hear about a horrible weekend! It can only get better! Keep smiling.,sorry to hear about a horrible weekend! It can only get better! Keep smiling.,neutral
6714,f39910751f, i wish i was there too,i wish i was there too,positive
6715,f2e59ef473," I have been subtly replacing it with &quot;penetration testing&quot; when I see it, but nobody's caught on yet.","I have been subtly replacing it with &quot;penetration testing&quot; when I see it, but nobody's caugh",neutral
6716,882d9426d0,_Willhoit Hoping your A/C is being fixed right now for you!,Hoping,positive
6717,2225e0fa43,"Jeff can't get his visa in time to come visit me!    I'm so sad.  In other news, I'm going to Lapa tonight to samba the night away.",'m so sa,negative
6718,70762d960b,is sad that greg pritchard didnt make it through to the final of britains got talent coz he soooo deserved it,is sad,negative
6719,0fd86514ce,Hm. Have you ever realized how incredibly over-rated Tokio Hotel is becoming? It makes me sad.,sad.,negative
6720,f0fd999572,each day is a new beginning,new beginning,positive
6721,8aa4944fec,Nice action shot: http://bit.ly/m8zfx   I miss working a pole.,Nice action shot: http://bit.ly/m8zfx   I miss working a pole.,neutral
6722,99a4e6357d,"hey there  how are you going? looking forward to weekend, sadly im workin both sat sun","hey there  how are you going? looking forward to weekend, sadly im workin both sat sun",neutral
6723,884476afed,"@_elj Appreciated,uni email is helpful..",uni email is helpful..,positive
6724,388fb62726,Good Morning All!   Hope everyone is doing well on this Monday!   Thanks for all the #followfriday recos!   I am blessed!,Good Morning All!   Hope everyone is doing well on this Monday!   Thanks for all the #followfriday recos!   I am bles,positive
6725,650767b90f," Wow Christa, that's incredibly sweeeet! Me want one 2  !!!  If you get a sec, check out my app for merch asst ... I RULE!  LOL!!!","a, that's incredibly sweeeet!",positive
6726,ef11737b25,yeah  just made twitter,yeah  just made twitter,neutral
6727,8fc003055d, http://twitpic.com/5ut6j - aww  he must be an amazing brother!,n amazing,positive
6728,55a69c1bfe," yeah but they had to come barcelona, because not all the fans can be in that concert  COME BARCELONA! JESSI TE QUIERO","yeah but they had to come barcelona, because not all the fans can be in that concert  COME BARCELONA! JESSI TE QUIERO",neutral
6729,09673894b0,http://twitpic.com/4wk9i - I should really try a different pose some time.,http://twitpic.com/4wk9i - I should really try a different pose some time.,neutral
6730,1101ccb0b0,"Also, why are paracetamol so hard to swallow? Even when the long ones are snapped in half. Ow.",why are paracetamol so hard to swallow? Ev,negative
6731,5cf245be15,I had to unhook twitter from Facebook because all my Facebook cronies were complaining.,complaining.,negative
6732,1a62205df0,"I'd respond, if I were going","I'd respond, if I were going",neutral
6733,b6e52ad878," Unfortunately, I didn't do it on purpose - itunes shuffle did it. It followed up with Dreadzone, so no life-ruin music-trauma.","Unfortunately,",negative
6734,bb2aa8156f,"Today has been a nice positive  fun day , after several weeks of bum days",nice positive  fun day,positive
6735,1375e54e9d,"Finally made it through Dead Space, that only took half a year","Finally made it through Dead Space, that only took half a year",neutral
6736,d5b945f9bc,pool is still closed  and it is cloudy. what should i cook tonight?,pool is still closed  and it is cloudy. what should i cook tonight?,neutral
6737,0045289be0,hommmmmme! good day,good day,positive
6738,bbed9a42b0,"I had a dream that I went to Evo fest, but I didn't.","I had a dream that I went to Evo fest, but I didn't.",neutral
6739,0d95a54651,I think I may cry. I just sold my 97 civic. Its no longer mine.,I may cry.,negative
6740,3f348dc959,"My puppies killed my cat lastnight,they thought she was a stuffed animal.  RIP Meanie  http://yfrog.com/104m6wj",killed,negative
6741,b4f519eebf, I kno I kknow ... sigh... been on. but it sux,sux,negative
6742,c032dbb896,live long and prosper  #fb,live long and prosper  #fb,positive
6743,66b7d26a3b, awhhh It was so nice to see you.,so nice,positive
6744,e1c1065e9c,Ahhh I'm engulfed in shooooes. Who told me to buy so maany **** shoes,Ahhh I'm engulfed in shooooes. Who told me to buy so maany **** shoes,negative
6745,fbc0f03d51, oh..keep working on it..you can always make it a little smaller,oh..keep working on it..you can always make it a little smaller,neutral
6746,2315a43aab,why did Reel big fish cover Edna's goldfish,why did Reel big fish cover Edna's goldfish,neutral
6747,2094697870,Spent the night finally relaxing with Nogard on WoW after finishing some work Needed to take a small break from art. I really missed this,I really missed this,negative
6748,20771a6d9a,"So anyone looking for a vinyl-clad playset with a 30 year mfr warranty? 3 slides, 4 swing slots, rock climbing wall, more! Amish built!","So anyone looking for a vinyl-clad playset with a 30 year mfr warranty? 3 slides, 4 swing slots, rock climbing wall, more! Amish built!",neutral
6749,3154e969c6,Happy Star Wars Day  - May the Fourth be with you,Happy,positive
6750,dcacc9ef8f,They just layed off 23 teachers in the city near me  I wonder if I should be thinking about not going into that jobfield...,They just layed off 23 teachers in the city near me  I wonder if I should be thinking about not going into that jobfield...,neutral
6751,aebcb91e4a,"10pm tonight, International Space Station will by over head, through most of Texas at least","10pm tonight, International Space Station will by over head, through most of Texas at least",neutral
6752,3199d57295," it's a modded 360, so you can't send it back?  That Red Ring of Death sucks!  It took weeks to get mine back from Microsoft.",h sucks,negative
6753,9bb3de975c,"PINKPOP weekend &amp; I've got NO tickets, meaning no BRUCE Springsteen  Oh well, it's WWWWWEEEEEEEEEEEEEEEKKKKKEEEENNNNDDDD!!!!!",got NO ticke,negative
6754,36ff6aaafd,heading to work,heading to work,neutral
6755,328005a45a," have a nice time, with plenty of dreams",nice,positive
6756,7f9b45945a,i got over the crush issue but now tomorrow my friend is going to india for the whole summer  im back to being sad.,sad.,negative
6757,5189c47d63,I dont like the dentist...they make my gums hurt,they make my gums hurt,negative
6758,31ac5826e1,that 'preview' of a trailer for new moon was a joke...14 seconds. still watched it tho. twice. lol figured i missed something! still sick,still sick,negative
6759,cd3dc4adf6,I was gonna get off at 230 2day. Just found out I'm stayin til 630,I'm stayin til 630,negative
6760,6ebce7f06f,toooo much outside killen my eyes,killen,negative
6761,71f857cd72,"ending my evening on the best note.  i will love you forever, tweets.",love,positive
6762,1ec241a035,  Tell Brad I said hi!    Drink and sing for me and Morgan.,Tell Brad I said hi!    Drink and sing for me and Morga,neutral
6763,ad82e9cc90,listening to ECHO by Gorilla Zoe ahh love that song,ahh love that song,positive
6764,4d2662865f,Choir banquet was more than I could've ever dreamed.   I'm so happy! Now after party at Lauren's!!!,I'm so happy!,positive
6765,79c0162c77, useless tweet! LOL jk yay!!! You're coming tmr! How long u gnna be in phils for  ?,useless,negative
6766,5cba1be393, thanks for following me  but who are you? hmmmm... twitter back !! ox,thanks for following me  but who are you? hmmmm... twitter back !! ox,neutral
6767,b6ad9e9b07, will you be posting a pic of you H suit?? Pretty please?,will you be posting a pic of you H suit?? Pretty please?,neutral
6768,b1055fa1ab,im saaaaaaaaaaaaaad  i need someone to talk to.,saaaaaaaaaaaaaad,negative
6769,c5aeb8a5b0, the happiest place on earth  j'adore,happiest,positive
6770,67f107ee3c,Oh noes .... macbook hard disk has just died,died,negative
6771,15a32538cf,I am in so much pain I really don't feel too good. Couldn't eat my dinner,I am in so much pain I really don't feel too good. Couldn't eat my dinner,negative
6772,e2da24cd20, OK!  ~ you are such a wild one - can only imagine this one...,OK!  ~ you are such a wild one - can only imagine this one...,neutral
6773,78307813dc,"...OOOPS AGAIN, the reply button is the RIGHT of the msg...now I'll stop spamming","OOOPS AGAIN,",negative
6774,d33d7fde34,Created a new album on my Facebook for my Phantom cross stitch  I want to track my own progress so I feel like I am getting something done,Created a new album on my Facebook for my Phantom cross stitch  I want to track my own progress so I feel like I am getting something done,neutral
6775,1442cbc18f, no money no honey! hehe too soon  sorry,no money no honey! hehe too soon  sorry,neutral
6776,3bcc9762c5," _diva I know, I know...lol   That is the ONE song that stops me in my tracks on a dancefloor.  I just can't...lol","_diva I know, I know...lol   That is the ONE song that stops me in my tracks on a dancefloor.  I just can't...l",neutral
6777,b99d926d45,ok shopping was far too fun ~ unpacking the bags now,too fun,positive
6778,67d4698d92," hey! haha, yep! that was me! negative comments get me reallllyyy mad; so i always defend them!  haha!","hey! haha, yep! that was me! negative comments get me reallllyyy mad; so i always defend them!  haha!",neutral
6779,8e762fc337," i love the cheesey ones, and the cool orignal ones  , , , skips i have when my brother has them got to try them u c haha","i love the cheesey ones, and the cool orignal ones",positive
6780,545d3acace,sad day!!!!! Love you Maï¿½ (8 years ago!),sad day!!!!! Love you Maï¿½ (8 years ago!),neutral
6781,1bd0b9380f, LMAO. Joey is mine  I cant wait to meet them in july!,I cant wait to meet them,positive
6782,6b524f8c36,Waiting for the El &amp; listening to a little MJB &quot;Just Fine&quot;. Perfect song to start my week.,t Fine&qu,positive
6783,2abd17d7fe, hey is there a way u can make a somatic theme for leopard? some themes have installers already that are shapeshifter independent,hey is there a way u can make a somatic theme for leopard? some themes have installers already that are shapeshifter independent,neutral
6784,b68162f609,Oh snap!  Just broke my windshield while replacing my wiper blades.,broke,negative
6785,8a79072ca2,is texting,is texting,neutral
6786,e46c6de79e, Good to hear  I have a feeling though the 'behind the scenes' and/or being there is better than what is shown on TV!,Good,positive
6787,6fb42d0a8e," Every time I have Friday off. Sadly, that's not too often","Sadly, that's not too often",negative
6788,8af75c49a4, ohh i would def give it 2 u but tht was kenyatta's cam not mine  sry but i want tht pic 2,sry,negative
6789,96dfa37fd8,its too early to be up,its too early to be up,neutral
6790,74dc715845, lol seriously.  fail. ::sigh::,lol seriously.  fail. ::sigh::,negative
6791,63ba3bb6a0, school and work that's it really. what about u? still in sac? or am I a tittle late,school and work that's it really. what about u? still in sac? or am I a tittle late,neutral
6792,ed152aee65,is now writing 100-word newsbites  http://plurk.com/p/wyb4h,is now writing 100-word newsbites  http://plurk.com/p/wyb4h,neutral
6793,66bba7de03,Thanks for pointing out the crucial problems . Both of them have been taken care of  (cc: ),Thanks for pointing out the crucial problems . Both of them have been taken care of  (c,positive
6794,70ad0ca0c3,****...the right side of my earphones just stopped working all of a sudden. Now I need to buy new ones...,****...the right side of my earphones just stopped working all of a sudden. Now I need to buy new ones...,negative
6795,3c4b6fe3a1,"_13 Awe, THX so much! Neither of need 2b sick on Friday!!  Do u have any prayer requests?","Awe, THX so much!",positive
6796,3cd39dd796,aight im out. off to see Spring Awakening. home we make it home in time to see Jay's last show,aight im out. off to see Spring Awakening. home we make it home in time to see Jay's last show,neutral
6797,d7468072f9,I hope they re-run this nerdprom later-  sounds like they're having LOTS of fun.  Thanks all for the play-by-play,g LOTS of fun.,positive
6798,22766a7e2b,Being slammed with spam followers today. Is it just me? Or is that all I can attract.  Get a life people.,Being slammed wi,negative
6799,d64bb16cc4," I've been busy and chained to my laptop  I'll be at Webcom Wed afternoon, then likely Yul Blog. See you there?","I've been busy and chained to my laptop  I'll be at Webcom Wed afternoon, then likely Yul Blog. See you there?",neutral
6800,9984b547fe,Had a lovely Mothers Day,lovely Mo,positive
6801,48d160c6dc,"Is playing bubblewrap on her iPhone. Over and over and over again. Still, beats working...","Is playing bubblewrap on her iPhone. Over and over and over again. Still, beats working...",neutral
6802,b306fd90d5,"  aaah k..am like a fan incarnated,so kinda like a mutant. till date, Ghalib has never *yet* left my questions unanswered","aaah k..am like a fan incarnated,so kinda like a mutant. till date, Ghalib has never *yet* left my questions unanswered",neutral
6803,1f39951266,Fixed my favourites. $180 and the heels fell off after 4 wears,favourites.,positive
