,frequency,presence,idf,tf-idf
shocked,7,7.0,9.14199052143496,63.993933650044724
bedtime,7,7.0,9.14199052143496,63.993933650044724
decent,7,7.0,9.14199052143496,63.993933650044724
shattered,7,7.0,9.14199052143496,63.993933650044724
steve,7,7.0,9.14199052143496,63.993933650044724
considering,7,7.0,9.14199052143496,63.993933650044724
fridge,7,7.0,9.14199052143496,63.993933650044724
visiting,7,7.0,9.14199052143496,63.993933650044724
wise,7,7.0,9.14199052143496,63.993933650044724
research,7,7.0,9.14199052143496,63.993933650044724
yucky,7,7.0,9.14199052143496,63.993933650044724
future,7,7.0,9.14199052143496,63.993933650044724
assignments,7,7.0,9.14199052143496,63.993933650044724
stock,7,7.0,9.14199052143496,63.993933650044724
hugh,7,7.0,9.14199052143496,63.993933650044724
explain,7,7.0,9.14199052143496,63.993933650044724
ing,7,7.0,9.14199052143496,63.993933650044724
checking,7,7.0,9.14199052143496,63.993933650044724
tease,7,7.0,9.14199052143496,63.993933650044724
ol,7,7.0,9.14199052143496,63.993933650044724
negative,7,7.0,9.14199052143496,63.993933650044724
skin,7,7.0,9.14199052143496,63.993933650044724
girlfriends,7,7.0,9.14199052143496,63.993933650044724
weight,7,7.0,9.14199052143496,63.993933650044724
reception,7,7.0,9.14199052143496,63.993933650044724
complicated,7,7.0,9.14199052143496,63.993933650044724
pm,7,7.0,9.14199052143496,63.993933650044724
palm,7,7.0,9.14199052143496,63.993933650044724
holding,7,7.0,9.14199052143496,63.993933650044724
dave,7,7.0,9.14199052143496,63.993933650044724
brown,7,7.0,9.14199052143496,63.993933650044724
comfortable,7,7.0,9.14199052143496,63.993933650044724
swollen,7,7.0,9.14199052143496,63.993933650044724
likely,7,7.0,9.14199052143496,63.993933650044724
bear,7,7.0,9.14199052143496,63.993933650044724
yah,7,7.0,9.14199052143496,63.993933650044724
brilliant,7,7.0,9.14199052143496,63.993933650044724
incredible,7,7.0,9.14199052143496,63.993933650044724
hahahaha,7,7.0,9.14199052143496,63.993933650044724
view,7,7.0,9.14199052143496,63.993933650044724
itt,7,7.0,9.14199052143496,63.993933650044724
cries,7,7.0,9.14199052143496,63.993933650044724
becoming,7,7.0,9.14199052143496,63.993933650044724
asking,7,7.0,9.14199052143496,63.993933650044724
graduate,7,7.0,9.14199052143496,63.993933650044724
contest,7,7.0,9.14199052143496,63.993933650044724
member,7,7.0,9.14199052143496,63.993933650044724
ti,7,7.0,9.14199052143496,63.993933650044724
pissing,7,7.0,9.14199052143496,63.993933650044724
details,7,7.0,9.14199052143496,63.993933650044724
posts,7,7.0,9.14199052143496,63.993933650044724
christian,7,7.0,9.14199052143496,63.993933650044724
haircut,7,7.0,9.14199052143496,63.993933650044724
regular,7,7.0,9.14199052143496,63.993933650044724
events,7,7.0,9.14199052143496,63.993933650044724
lord,7,7.0,9.14199052143496,63.993933650044724
someday,7,7.0,9.14199052143496,63.993933650044724
november,7,7.0,9.14199052143496,63.993933650044724
leg,7,7.0,9.14199052143496,63.993933650044724
gah,7,7.0,9.14199052143496,63.993933650044724
lab,7,7.0,9.14199052143496,63.993933650044724
core,7,7.0,9.14199052143496,63.993933650044724
whew,7,7.0,9.14199052143496,63.993933650044724
ne,7,7.0,9.14199052143496,63.993933650044724
wud,7,7.0,9.14199052143496,63.993933650044724
uses,7,7.0,9.14199052143496,63.993933650044724
force,7,7.0,9.14199052143496,63.993933650044724
language,7,7.0,9.14199052143496,63.993933650044724
hah,7,7.0,9.14199052143496,63.993933650044724
request,7,7.0,9.14199052143496,63.993933650044724
il,7,7.0,9.14199052143496,63.993933650044724
hunting,7,7.0,9.14199052143496,63.993933650044724
stressful,7,7.0,9.14199052143496,63.993933650044724
total,7,7.0,9.14199052143496,63.993933650044724
search,7,7.0,9.14199052143496,63.993933650044724
feelings,7,7.0,9.14199052143496,63.993933650044724
mrs,7,7.0,9.14199052143496,63.993933650044724
searching,7,7.0,9.14199052143496,63.993933650044724
nom,6,2.0,10.122819774446688,60.736918646680124
ap,6,4.0,9.611994150680697,57.671964904084184
yessir,6,5.0,9.429672593886743,56.578035563320455
pieces,6,5.0,9.429672593886743,56.578035563320455
charlie,6,5.0,9.429672593886743,56.578035563320455
no1,6,5.0,9.429672593886743,56.578035563320455
retarded,6,5.0,9.429672593886743,56.578035563320455
biz,6,5.0,9.429672593886743,56.578035563320455
e3,6,5.0,9.429672593886743,56.578035563320455
mountains,6,5.0,9.429672593886743,56.578035563320455
village,6,5.0,9.429672593886743,56.578035563320455
china,6,5.0,9.429672593886743,56.578035563320455
kirk,6,5.0,9.429672593886743,56.578035563320455
files,6,5.0,9.429672593886743,56.578035563320455
skills,6,5.0,9.429672593886743,56.578035563320455
rly,6,5.0,9.429672593886743,56.578035563320455
win7,6,5.0,9.429672593886743,56.578035563320455
vs,6,5.0,9.429672593886743,56.578035563320455
prison,6,5.0,9.429672593886743,56.578035563320455
username,6,5.0,9.429672593886743,56.578035563320455
tag,6,5.0,9.429672593886743,56.578035563320455
pathetic,6,5.0,9.429672593886743,56.578035563320455
tear,6,5.0,9.429672593886743,56.578035563320455
converse,6,5.0,9.429672593886743,56.578035563320455
bob,6,5.0,9.429672593886743,56.578035563320455
happiest,6,6.0,9.275521914059484,55.653131484356905
amber,6,6.0,9.275521914059484,55.653131484356905
ty,6,6.0,9.275521914059484,55.653131484356905
mornin,6,6.0,9.275521914059484,55.653131484356905
press,6,6.0,9.275521914059484,55.653131484356905
against,6,6.0,9.275521914059484,55.653131484356905
thrilled,6,6.0,9.275521914059484,55.653131484356905
tix,6,6.0,9.275521914059484,55.653131484356905
location,6,6.0,9.275521914059484,55.653131484356905
grass,6,6.0,9.275521914059484,55.653131484356905
wall,6,6.0,9.275521914059484,55.653131484356905
skype,6,6.0,9.275521914059484,55.653131484356905
bothered,6,6.0,9.275521914059484,55.653131484356905
jesus,6,6.0,9.275521914059484,55.653131484356905
lakers,6,6.0,9.275521914059484,55.653131484356905
marketing,6,6.0,9.275521914059484,55.653131484356905
plurk,6,6.0,9.275521914059484,55.653131484356905
votes,6,6.0,9.275521914059484,55.653131484356905
stole,6,6.0,9.275521914059484,55.653131484356905
reality,6,6.0,9.275521914059484,55.653131484356905
costs,6,6.0,9.275521914059484,55.653131484356905
cookie,6,6.0,9.275521914059484,55.653131484356905
trees,6,6.0,9.275521914059484,55.653131484356905
potato,6,6.0,9.275521914059484,55.653131484356905
flying,6,6.0,9.275521914059484,55.653131484356905
amazin,6,6.0,9.275521914059484,55.653131484356905
matthew,6,6.0,9.275521914059484,55.653131484356905
insurance,6,6.0,9.275521914059484,55.653131484356905
italian,6,6.0,9.275521914059484,55.653131484356905
bell,6,6.0,9.275521914059484,55.653131484356905
cnt,6,6.0,9.275521914059484,55.653131484356905
biggest,6,6.0,9.275521914059484,55.653131484356905
christ,6,6.0,9.275521914059484,55.653131484356905
animal,6,6.0,9.275521914059484,55.653131484356905
birds,6,6.0,9.275521914059484,55.653131484356905
bt,6,6.0,9.275521914059484,55.653131484356905
cash,6,6.0,9.275521914059484,55.653131484356905
snap,6,6.0,9.275521914059484,55.653131484356905
winner,6,6.0,9.275521914059484,55.653131484356905
rachel,6,6.0,9.275521914059484,55.653131484356905
chapter,6,6.0,9.275521914059484,55.653131484356905
hii,6,6.0,9.275521914059484,55.653131484356905
bowling,6,6.0,9.275521914059484,55.653131484356905
glasses,6,6.0,9.275521914059484,55.653131484356905
indian,6,6.0,9.275521914059484,55.653131484356905
arent,6,6.0,9.275521914059484,55.653131484356905
wed,6,6.0,9.275521914059484,55.653131484356905
enter,6,6.0,9.275521914059484,55.653131484356905
hotel,6,6.0,9.275521914059484,55.653131484356905
convinced,6,6.0,9.275521914059484,55.653131484356905
camp,6,6.0,9.275521914059484,55.653131484356905
twitting,6,6.0,9.275521914059484,55.653131484356905
ep,6,6.0,9.275521914059484,55.653131484356905
logic,6,6.0,9.275521914059484,55.653131484356905
chilled,6,6.0,9.275521914059484,55.653131484356905
cancel,6,6.0,9.275521914059484,55.653131484356905
duty,6,6.0,9.275521914059484,55.653131484356905
stops,6,6.0,9.275521914059484,55.653131484356905
effects,6,6.0,9.275521914059484,55.653131484356905
cancer,6,6.0,9.275521914059484,55.653131484356905
kisses,6,6.0,9.275521914059484,55.653131484356905
pocket,6,6.0,9.275521914059484,55.653131484356905
flew,6,6.0,9.275521914059484,55.653131484356905
budget,6,6.0,9.275521914059484,55.653131484356905
media,6,6.0,9.275521914059484,55.653131484356905
mommies,6,6.0,9.275521914059484,55.653131484356905
ear,6,6.0,9.275521914059484,55.653131484356905
managed,6,6.0,9.275521914059484,55.653131484356905
portfolio,6,6.0,9.275521914059484,55.653131484356905
setting,6,6.0,9.275521914059484,55.653131484356905
ahaha,6,6.0,9.275521914059484,55.653131484356905
brand,6,6.0,9.275521914059484,55.653131484356905
suffering,6,6.0,9.275521914059484,55.653131484356905
lap,6,6.0,9.275521914059484,55.653131484356905
appreciated,6,6.0,9.275521914059484,55.653131484356905
britains,6,6.0,9.275521914059484,55.653131484356905
riding,6,6.0,9.275521914059484,55.653131484356905
comics,6,6.0,9.275521914059484,55.653131484356905
baked,6,6.0,9.275521914059484,55.653131484356905
drove,6,6.0,9.275521914059484,55.653131484356905
client,6,6.0,9.275521914059484,55.653131484356905
tune,6,6.0,9.275521914059484,55.653131484356905
recognize,6,6.0,9.275521914059484,55.653131484356905
pulled,6,6.0,9.275521914059484,55.653131484356905
obsessed,6,6.0,9.275521914059484,55.653131484356905
grandpa,6,6.0,9.275521914059484,55.653131484356905
signing,6,6.0,9.275521914059484,55.653131484356905
baking,6,6.0,9.275521914059484,55.653131484356905
smoking,6,6.0,9.275521914059484,55.653131484356905
pleased,6,6.0,9.275521914059484,55.653131484356905
mcdonalds,6,6.0,9.275521914059484,55.653131484356905
opinion,6,6.0,9.275521914059484,55.653131484356905
nose,6,6.0,9.275521914059484,55.653131484356905
older,6,6.0,9.275521914059484,55.653131484356905
horror,6,6.0,9.275521914059484,55.653131484356905
address,6,6.0,9.275521914059484,55.653131484356905
jb,6,6.0,9.275521914059484,55.653131484356905
tweeple,6,6.0,9.275521914059484,55.653131484356905
tokyo,6,6.0,9.275521914059484,55.653131484356905
lower,6,6.0,9.275521914059484,55.653131484356905
dare,6,6.0,9.275521914059484,55.653131484356905
acting,6,6.0,9.275521914059484,55.653131484356905
probs,6,6.0,9.275521914059484,55.653131484356905
colorado,6,6.0,9.275521914059484,55.653131484356905
male,6,6.0,9.275521914059484,55.653131484356905
bread,6,6.0,9.275521914059484,55.653131484356905
shine,6,6.0,9.275521914059484,55.653131484356905
clever,6,6.0,9.275521914059484,55.653131484356905
ben,6,6.0,9.275521914059484,55.653131484356905
results,6,6.0,9.275521914059484,55.653131484356905
semester,6,6.0,9.275521914059484,55.653131484356905
yellow,6,6.0,9.275521914059484,55.653131484356905
rained,6,6.0,9.275521914059484,55.653131484356905
ultimate,6,6.0,9.275521914059484,55.653131484356905
wet,6,6.0,9.275521914059484,55.653131484356905
seats,6,6.0,9.275521914059484,55.653131484356905
instant,6,6.0,9.275521914059484,55.653131484356905
makin,6,6.0,9.275521914059484,55.653131484356905
voted,6,6.0,9.275521914059484,55.653131484356905
calm,6,6.0,9.275521914059484,55.653131484356905
nkotb,6,6.0,9.275521914059484,55.653131484356905
bug,6,6.0,9.275521914059484,55.653131484356905
fill,6,6.0,9.275521914059484,55.653131484356905
dye,6,6.0,9.275521914059484,55.653131484356905
credit,6,6.0,9.275521914059484,55.653131484356905
cross,6,6.0,9.275521914059484,55.653131484356905
wen,6,6.0,9.275521914059484,55.653131484356905
tire,6,6.0,9.275521914059484,55.653131484356905
twitpic,6,6.0,9.275521914059484,55.653131484356905
andy,6,6.0,9.275521914059484,55.653131484356905
ish,6,6.0,9.275521914059484,55.653131484356905
hiya,6,6.0,9.275521914059484,55.653131484356905
iced,6,6.0,9.275521914059484,55.653131484356905
states,6,6.0,9.275521914059484,55.653131484356905
form,6,6.0,9.275521914059484,55.653131484356905
kills,6,6.0,9.275521914059484,55.653131484356905
hooray,6,6.0,9.275521914059484,55.653131484356905
sang,6,6.0,9.275521914059484,55.653131484356905
threw,6,6.0,9.275521914059484,55.653131484356905
aah,6,6.0,9.275521914059484,55.653131484356905
genius,6,6.0,9.275521914059484,55.653131484356905
court,6,6.0,9.275521914059484,55.653131484356905
poo,6,6.0,9.275521914059484,55.653131484356905
hardest,6,6.0,9.275521914059484,55.653131484356905
tweeps,6,6.0,9.275521914059484,55.653131484356905
content,6,6.0,9.275521914059484,55.653131484356905
football,6,6.0,9.275521914059484,55.653131484356905
ignored,6,6.0,9.275521914059484,55.653131484356905
forest,6,6.0,9.275521914059484,55.653131484356905
hole,6,6.0,9.275521914059484,55.653131484356905
dan,6,6.0,9.275521914059484,55.653131484356905
chips,6,6.0,9.275521914059484,55.653131484356905
mike,6,6.0,9.275521914059484,55.653131484356905
attempt,6,6.0,9.275521914059484,55.653131484356905
pit,6,6.0,9.275521914059484,55.653131484356905
avatar,6,6.0,9.275521914059484,55.653131484356905
spoke,6,6.0,9.275521914059484,55.653131484356905
hide,6,6.0,9.275521914059484,55.653131484356905
ftw,6,6.0,9.275521914059484,55.653131484356905
neat,6,6.0,9.275521914059484,55.653131484356905
fashion,6,6.0,9.275521914059484,55.653131484356905
knight,6,6.0,9.275521914059484,55.653131484356905
rob,6,6.0,9.275521914059484,55.653131484356905
flies,6,6.0,9.275521914059484,55.653131484356905
confusing,6,6.0,9.275521914059484,55.653131484356905
drugs,6,6.0,9.275521914059484,55.653131484356905
dirty,6,6.0,9.275521914059484,55.653131484356905
hunt,6,6.0,9.275521914059484,55.653131484356905
handle,6,6.0,9.275521914059484,55.653131484356905
seniors,6,6.0,9.275521914059484,55.653131484356905
blues,6,6.0,9.275521914059484,55.653131484356905
balls,6,6.0,9.275521914059484,55.653131484356905
tooth,6,6.0,9.275521914059484,55.653131484356905
kk,6,6.0,9.275521914059484,55.653131484356905
student,6,6.0,9.275521914059484,55.653131484356905
lawn,6,6.0,9.275521914059484,55.653131484356905
bowl,6,6.0,9.275521914059484,55.653131484356905
workout,6,6.0,9.275521914059484,55.653131484356905
todayy,6,6.0,9.275521914059484,55.653131484356905
os,6,6.0,9.275521914059484,55.653131484356905
downloading,6,6.0,9.275521914059484,55.653131484356905
texts,6,6.0,9.275521914059484,55.653131484356905
host,6,6.0,9.275521914059484,55.653131484356905
gray,6,6.0,9.275521914059484,55.653131484356905
nicely,6,6.0,9.275521914059484,55.653131484356905
foods,6,6.0,9.275521914059484,55.653131484356905
walmart,6,6.0,9.275521914059484,55.653131484356905
central,6,6.0,9.275521914059484,55.653131484356905
shorts,6,6.0,9.275521914059484,55.653131484356905
riot,6,6.0,9.275521914059484,55.653131484356905
stories,6,6.0,9.275521914059484,55.653131484356905
device,6,6.0,9.275521914059484,55.653131484356905
daily,6,6.0,9.275521914059484,55.653131484356905
rocking,6,6.0,9.275521914059484,55.653131484356905
smiles,6,6.0,9.275521914059484,55.653131484356905
idol,6,6.0,9.275521914059484,55.653131484356905
failing,6,6.0,9.275521914059484,55.653131484356905
cinema,6,6.0,9.275521914059484,55.653131484356905
decision,6,6.0,9.275521914059484,55.653131484356905
degrees,6,6.0,9.275521914059484,55.653131484356905
announced,6,6.0,9.275521914059484,55.653131484356905
flick,6,6.0,9.275521914059484,55.653131484356905
brings,6,6.0,9.275521914059484,55.653131484356905
strawberries,6,6.0,9.275521914059484,55.653131484356905
rub,6,6.0,9.275521914059484,55.653131484356905
ni,6,6.0,9.275521914059484,55.653131484356905
matt,6,6.0,9.275521914059484,55.653131484356905
scratch,6,6.0,9.275521914059484,55.653131484356905
report,6,6.0,9.275521914059484,55.653131484356905
ohio,6,6.0,9.275521914059484,55.653131484356905
checkin,6,6.0,9.275521914059484,55.653131484356905
ton,6,6.0,9.275521914059484,55.653131484356905
bones,6,6.0,9.275521914059484,55.653131484356905
happier,6,6.0,9.275521914059484,55.653131484356905
proper,6,6.0,9.275521914059484,55.653131484356905
grandparents,6,6.0,9.275521914059484,55.653131484356905
cmon,6,6.0,9.275521914059484,55.653131484356905
truth,6,6.0,9.275521914059484,55.653131484356905
dat,6,6.0,9.275521914059484,55.653131484356905
pot,6,6.0,9.275521914059484,55.653131484356905
hated,6,6.0,9.275521914059484,55.653131484356905
himself,6,6.0,9.275521914059484,55.653131484356905
delayed,6,6.0,9.275521914059484,55.653131484356905
adding,6,6.0,9.275521914059484,55.653131484356905
finding,6,6.0,9.275521914059484,55.653131484356905
starwarsday,6,6.0,9.275521914059484,55.653131484356905
singer,6,6.0,9.275521914059484,55.653131484356905
hw,6,6.0,9.275521914059484,55.653131484356905
friendly,6,6.0,9.275521914059484,55.653131484356905
north,6,6.0,9.275521914059484,55.653131484356905
series,6,6.0,9.275521914059484,55.653131484356905
youth,6,6.0,9.275521914059484,55.653131484356905
aim,6,6.0,9.275521914059484,55.653131484356905
wayy,6,6.0,9.275521914059484,55.653131484356905
helpful,6,6.0,9.275521914059484,55.653131484356905
pie,6,6.0,9.275521914059484,55.653131484356905
drew,6,6.0,9.275521914059484,55.653131484356905
rise,6,6.0,9.275521914059484,55.653131484356905
cousins,6,6.0,9.275521914059484,55.653131484356905
build,6,6.0,9.275521914059484,55.653131484356905
cutting,6,6.0,9.275521914059484,55.653131484356905
mexican,6,6.0,9.275521914059484,55.653131484356905
hearing,6,6.0,9.275521914059484,55.653131484356905
con,6,6.0,9.275521914059484,55.653131484356905
heavy,6,6.0,9.275521914059484,55.653131484356905
dates,6,6.0,9.275521914059484,55.653131484356905
uploaded,6,6.0,9.275521914059484,55.653131484356905
sauce,6,6.0,9.275521914059484,55.653131484356905
period,6,6.0,9.275521914059484,55.653131484356905
maths,6,6.0,9.275521914059484,55.653131484356905
apologies,6,6.0,9.275521914059484,55.653131484356905
mayb,6,6.0,9.275521914059484,55.653131484356905
frustrating,6,6.0,9.275521914059484,55.653131484356905
user,6,6.0,9.275521914059484,55.653131484356905
hopeful,6,6.0,9.275521914059484,55.653131484356905
ends,6,6.0,9.275521914059484,55.653131484356905
original,6,6.0,9.275521914059484,55.653131484356905
beginning,6,6.0,9.275521914059484,55.653131484356905
normally,6,6.0,9.275521914059484,55.653131484356905
term,6,6.0,9.275521914059484,55.653131484356905
fr,6,6.0,9.275521914059484,55.653131484356905
reports,6,6.0,9.275521914059484,55.653131484356905
coolest,6,6.0,9.275521914059484,55.653131484356905
beats,6,6.0,9.275521914059484,55.653131484356905
bomb,6,6.0,9.275521914059484,55.653131484356905
sunburned,6,6.0,9.275521914059484,55.653131484356905
fries,6,6.0,9.275521914059484,55.653131484356905
happening,6,6.0,9.275521914059484,55.653131484356905
usb,6,6.0,9.275521914059484,55.653131484356905
josh,6,6.0,9.275521914059484,55.653131484356905
smoke,6,6.0,9.275521914059484,55.653131484356905
mummy,6,6.0,9.275521914059484,55.653131484356905
numbers,6,6.0,9.275521914059484,55.653131484356905
highlight,6,6.0,9.275521914059484,55.653131484356905
gold,6,6.0,9.275521914059484,55.653131484356905
kitchen,6,6.0,9.275521914059484,55.653131484356905
bugger,6,6.0,9.275521914059484,55.653131484356905
boredom,6,6.0,9.275521914059484,55.653131484356905
medicine,6,6.0,9.275521914059484,55.653131484356905
shoulder,6,6.0,9.275521914059484,55.653131484356905
remind,6,6.0,9.275521914059484,55.653131484356905
keen,6,6.0,9.275521914059484,55.653131484356905
crush,6,6.0,9.275521914059484,55.653131484356905
xmen,6,6.0,9.275521914059484,55.653131484356905
dreading,6,6.0,9.275521914059484,55.653131484356905
ut,6,6.0,9.275521914059484,55.653131484356905
li,6,6.0,9.275521914059484,55.653131484356905
kept,6,6.0,9.275521914059484,55.653131484356905
mtv,6,6.0,9.275521914059484,55.653131484356905
entry,6,6.0,9.275521914059484,55.653131484356905
teaching,6,6.0,9.275521914059484,55.653131484356905
imma,6,6.0,9.275521914059484,55.653131484356905
biology,6,6.0,9.275521914059484,55.653131484356905
admit,6,6.0,9.275521914059484,55.653131484356905
massive,6,6.0,9.275521914059484,55.653131484356905
handy,6,6.0,9.275521914059484,55.653131484356905
science,6,6.0,9.275521914059484,55.653131484356905
install,6,6.0,9.275521914059484,55.653131484356905
glasgow,6,6.0,9.275521914059484,55.653131484356905
pleasee,6,6.0,9.275521914059484,55.653131484356905
entertaining,6,6.0,9.275521914059484,55.653131484356905
log,6,6.0,9.275521914059484,55.653131484356905
sms,5,3.0,9.835137701994906,49.175688509974535
toe,5,3.0,9.835137701994906,49.175688509974535
bing,5,3.0,9.835137701994906,49.175688509974535
mango,5,3.0,9.835137701994906,49.175688509974535
gas,5,4.0,9.611994150680697,48.05997075340349
sean,5,4.0,9.611994150680697,48.05997075340349
japanese,5,4.0,9.611994150680697,48.05997075340349
leavin,5,4.0,9.611994150680697,48.05997075340349
created,5,4.0,9.611994150680697,48.05997075340349
attics,5,4.0,9.611994150680697,48.05997075340349
cap,5,4.0,9.611994150680697,48.05997075340349
letter,5,4.0,9.611994150680697,48.05997075340349
bang,5,4.0,9.611994150680697,48.05997075340349
heey,5,4.0,9.611994150680697,48.05997075340349
fool,5,4.0,9.611994150680697,48.05997075340349
latte,5,4.0,9.611994150680697,48.05997075340349
spare,5,4.0,9.611994150680697,48.05997075340349
hack,5,4.0,9.611994150680697,48.05997075340349
pfft,5,4.0,9.611994150680697,48.05997075340349
creative,5,4.0,9.611994150680697,48.05997075340349
superstar,5,4.0,9.611994150680697,48.05997075340349
burgers,5,4.0,9.611994150680697,48.05997075340349
hoe,5,4.0,9.611994150680697,48.05997075340349
denver,5,4.0,9.611994150680697,48.05997075340349
flo,5,4.0,9.611994150680697,48.05997075340349
eggs,5,4.0,9.611994150680697,48.05997075340349
bac,5,4.0,9.611994150680697,48.05997075340349
reader,5,4.0,9.611994150680697,48.05997075340349
killers,5,5.0,9.429672593886743,47.14836296943371
ours,5,5.0,9.429672593886743,47.14836296943371
failure,5,5.0,9.429672593886743,47.14836296943371
twins,5,5.0,9.429672593886743,47.14836296943371
ev,5,5.0,9.429672593886743,47.14836296943371
pity,5,5.0,9.429672593886743,47.14836296943371
charged,5,5.0,9.429672593886743,47.14836296943371
purse,5,5.0,9.429672593886743,47.14836296943371
amazingly,5,5.0,9.429672593886743,47.14836296943371
owe,5,5.0,9.429672593886743,47.14836296943371
parties,5,5.0,9.429672593886743,47.14836296943371
az,5,5.0,9.429672593886743,47.14836296943371
mon,5,5.0,9.429672593886743,47.14836296943371
eric,5,5.0,9.429672593886743,47.14836296943371
luke,5,5.0,9.429672593886743,47.14836296943371
enterprise,5,5.0,9.429672593886743,47.14836296943371
yey,5,5.0,9.429672593886743,47.14836296943371
jonathan,5,5.0,9.429672593886743,47.14836296943371
legal,5,5.0,9.429672593886743,47.14836296943371
loose,5,5.0,9.429672593886743,47.14836296943371
lighter,5,5.0,9.429672593886743,47.14836296943371
showed,5,5.0,9.429672593886743,47.14836296943371
sweaty,5,5.0,9.429672593886743,47.14836296943371
honour,5,5.0,9.429672593886743,47.14836296943371
dies,5,5.0,9.429672593886743,47.14836296943371
missin,5,5.0,9.429672593886743,47.14836296943371
kingdom,5,5.0,9.429672593886743,47.14836296943371
compliment,5,5.0,9.429672593886743,47.14836296943371
thankfully,5,5.0,9.429672593886743,47.14836296943371
xo,5,5.0,9.429672593886743,47.14836296943371
mines,5,5.0,9.429672593886743,47.14836296943371
moi,5,5.0,9.429672593886743,47.14836296943371
shoutout,5,5.0,9.429672593886743,47.14836296943371
slip,5,5.0,9.429672593886743,47.14836296943371
hooked,5,5.0,9.429672593886743,47.14836296943371
invited,5,5.0,9.429672593886743,47.14836296943371
brazil,5,5.0,9.429672593886743,47.14836296943371
ar,5,5.0,9.429672593886743,47.14836296943371
hr,5,5.0,9.429672593886743,47.14836296943371
accept,5,5.0,9.429672593886743,47.14836296943371
whoever,5,5.0,9.429672593886743,47.14836296943371
boston,5,5.0,9.429672593886743,47.14836296943371
soul,5,5.0,9.429672593886743,47.14836296943371
models,5,5.0,9.429672593886743,47.14836296943371
peanut,5,5.0,9.429672593886743,47.14836296943371
rarely,5,5.0,9.429672593886743,47.14836296943371
minds,5,5.0,9.429672593886743,47.14836296943371
pumped,5,5.0,9.429672593886743,47.14836296943371
gf,5,5.0,9.429672593886743,47.14836296943371
din,5,5.0,9.429672593886743,47.14836296943371
peoples,5,5.0,9.429672593886743,47.14836296943371
films,5,5.0,9.429672593886743,47.14836296943371
thrown,5,5.0,9.429672593886743,47.14836296943371
doo,5,5.0,9.429672593886743,47.14836296943371
mite,5,5.0,9.429672593886743,47.14836296943371
reach,5,5.0,9.429672593886743,47.14836296943371
jason,5,5.0,9.429672593886743,47.14836296943371
several,5,5.0,9.429672593886743,47.14836296943371
boxes,5,5.0,9.429672593886743,47.14836296943371
success,5,5.0,9.429672593886743,47.14836296943371
mode,5,5.0,9.429672593886743,47.14836296943371
spider,5,5.0,9.429672593886743,47.14836296943371
kicked,5,5.0,9.429672593886743,47.14836296943371
sea,5,5.0,9.429672593886743,47.14836296943371
center,5,5.0,9.429672593886743,47.14836296943371
dreaming,5,5.0,9.429672593886743,47.14836296943371
chest,5,5.0,9.429672593886743,47.14836296943371
toes,5,5.0,9.429672593886743,47.14836296943371
signed,5,5.0,9.429672593886743,47.14836296943371
nigh,5,5.0,9.429672593886743,47.14836296943371
jamie,5,5.0,9.429672593886743,47.14836296943371
everytime,5,5.0,9.429672593886743,47.14836296943371
bein,5,5.0,9.429672593886743,47.14836296943371
ebay,5,5.0,9.429672593886743,47.14836296943371
surprising,5,5.0,9.429672593886743,47.14836296943371
lecture,5,5.0,9.429672593886743,47.14836296943371
clicked,5,5.0,9.429672593886743,47.14836296943371
resist,5,5.0,9.429672593886743,47.14836296943371
commute,5,5.0,9.429672593886743,47.14836296943371
hai,5,5.0,9.429672593886743,47.14836296943371
everr,5,5.0,9.429672593886743,47.14836296943371
aunt,5,5.0,9.429672593886743,47.14836296943371
ashley,5,5.0,9.429672593886743,47.14836296943371
sh,5,5.0,9.429672593886743,47.14836296943371
rid,5,5.0,9.429672593886743,47.14836296943371
burrito,5,5.0,9.429672593886743,47.14836296943371
comedy,5,5.0,9.429672593886743,47.14836296943371
aye,5,5.0,9.429672593886743,47.14836296943371
picnic,5,5.0,9.429672593886743,47.14836296943371
control,5,5.0,9.429672593886743,47.14836296943371
hehehe,5,5.0,9.429672593886743,47.14836296943371
james,5,5.0,9.429672593886743,47.14836296943371
grocery,5,5.0,9.429672593886743,47.14836296943371
ko,5,5.0,9.429672593886743,47.14836296943371
bby,5,5.0,9.429672593886743,47.14836296943371
letters,5,5.0,9.429672593886743,47.14836296943371
warning,5,5.0,9.429672593886743,47.14836296943371
square,5,5.0,9.429672593886743,47.14836296943371
edinburgh,5,5.0,9.429672593886743,47.14836296943371
neighbors,5,5.0,9.429672593886743,47.14836296943371
cafe,5,5.0,9.429672593886743,47.14836296943371
pure,5,5.0,9.429672593886743,47.14836296943371
queen,5,5.0,9.429672593886743,47.14836296943371
drawing,5,5.0,9.429672593886743,47.14836296943371
weekends,5,5.0,9.429672593886743,47.14836296943371
nicole,5,5.0,9.429672593886743,47.14836296943371
blow,5,5.0,9.429672593886743,47.14836296943371
edge,5,5.0,9.429672593886743,47.14836296943371
wana,5,5.0,9.429672593886743,47.14836296943371
pouring,5,5.0,9.429672593886743,47.14836296943371
mia,5,5.0,9.429672593886743,47.14836296943371
naked,5,5.0,9.429672593886743,47.14836296943371
image,5,5.0,9.429672593886743,47.14836296943371
geek,5,5.0,9.429672593886743,47.14836296943371
crossing,5,5.0,9.429672593886743,47.14836296943371
farm,5,5.0,9.429672593886743,47.14836296943371
blew,5,5.0,9.429672593886743,47.14836296943371
xx,5,5.0,9.429672593886743,47.14836296943371
rate,5,5.0,9.429672593886743,47.14836296943371
