,frequency,presence,idf,tf-idf
recession,3,3.0,8.573916594457096,25.721749783371287
liked,3,3.0,8.573916594457096,25.721749783371287
watched,3,3.0,8.573916594457096,25.721749783371287
wrist,3,3.0,8.573916594457096,25.721749783371287
beer,3,3.0,8.573916594457096,25.721749783371287
hu,3,3.0,8.573916594457096,25.721749783371287
listening,3,3.0,8.573916594457096,25.721749783371287
bruised,3,3.0,8.573916594457096,25.721749783371287
extremely,3,3.0,8.573916594457096,25.721749783371287
wise,3,3.0,8.573916594457096,25.721749783371287
pathetic,3,3.0,8.573916594457096,25.721749783371287
hopeful,3,3.0,8.573916594457096,25.721749783371287
guilt,3,3.0,8.573916594457096,25.721749783371287
used,3,3.0,8.573916594457096,25.721749783371287
screw,3,3.0,8.573916594457096,25.721749783371287
poop,3,3.0,8.573916594457096,25.721749783371287
comfortable,3,3.0,8.573916594457096,25.721749783371287
yourself,3,3.0,8.573916594457096,25.721749783371287
breaks,3,3.0,8.573916594457096,25.721749783371287
canceled,3,3.0,8.573916594457096,25.721749783371287
knew,3,3.0,8.573916594457096,25.721749783371287
tim,3,3.0,8.573916594457096,25.721749783371287
harder,3,3.0,8.573916594457096,25.721749783371287
boss,3,3.0,8.573916594457096,25.721749783371287
sunny,3,3.0,8.573916594457096,25.721749783371287
wednesday,3,3.0,8.573916594457096,25.721749783371287
checked,3,3.0,8.573916594457096,25.721749783371287
laughed,3,3.0,8.573916594457096,25.721749783371287
hopes,3,3.0,8.573916594457096,25.721749783371287
nauseous,3,3.0,8.573916594457096,25.721749783371287
looked,3,3.0,8.573916594457096,25.721749783371287
final,3,3.0,8.573916594457096,25.721749783371287
blackberry,3,3.0,8.573916594457096,25.721749783371287
urgh,3,3.0,8.573916594457096,25.721749783371287
six,3,3.0,8.573916594457096,25.721749783371287
test,3,3.0,8.573916594457096,25.721749783371287
lied,3,3.0,8.573916594457096,25.721749783371287
throw,3,3.0,8.573916594457096,25.721749783371287
point,3,3.0,8.573916594457096,25.721749783371287
despite,3,3.0,8.573916594457096,25.721749783371287
lower,3,3.0,8.573916594457096,25.721749783371287
loves,3,3.0,8.573916594457096,25.721749783371287
silence,3,3.0,8.573916594457096,25.721749783371287
ridiculous,3,3.0,8.573916594457096,25.721749783371287
careless,3,3.0,8.573916594457096,25.721749783371287
pet,3,3.0,8.573916594457096,25.721749783371287
ing,3,3.0,8.573916594457096,25.721749783371287
starting,3,3.0,8.573916594457096,25.721749783371287
pets,3,3.0,8.573916594457096,25.721749783371287
window,3,3.0,8.573916594457096,25.721749783371287
available,3,3.0,8.573916594457096,25.721749783371287
uk,3,3.0,8.573916594457096,25.721749783371287
dear,3,3.0,8.573916594457096,25.721749783371287
mo,3,3.0,8.573916594457096,25.721749783371287
stick,3,3.0,8.573916594457096,25.721749783371287
hat,3,3.0,8.573916594457096,25.721749783371287
bike,3,3.0,8.573916594457096,25.721749783371287
tweeting,3,3.0,8.573916594457096,25.721749783371287
wondering,3,3.0,8.573916594457096,25.721749783371287
heard,3,3.0,8.573916594457096,25.721749783371287
law,3,3.0,8.573916594457096,25.721749783371287
pay,3,3.0,8.573916594457096,25.721749783371287
rotten,3,3.0,8.573916594457096,25.721749783371287
missin,3,3.0,8.573916594457096,25.721749783371287
dance,3,3.0,8.573916594457096,25.721749783371287
takes,3,3.0,8.573916594457096,25.721749783371287
abt,3,3.0,8.573916594457096,25.721749783371287
given,3,3.0,8.573916594457096,25.721749783371287
seeing,3,3.0,8.573916594457096,25.721749783371287
pot,3,3.0,8.573916594457096,25.721749783371287
al,3,3.0,8.573916594457096,25.721749783371287
public,3,3.0,8.573916594457096,25.721749783371287
cramps,3,3.0,8.573916594457096,25.721749783371287
qu,3,3.0,8.573916594457096,25.721749783371287
relaxing,3,3.0,8.573916594457096,25.721749783371287
pass,3,3.0,8.573916594457096,25.721749783371287
shiit,3,3.0,8.573916594457096,25.721749783371287
line,3,3.0,8.573916594457096,25.721749783371287
hyper,3,3.0,8.573916594457096,25.721749783371287
youtube,3,3.0,8.573916594457096,25.721749783371287
lt,3,3.0,8.573916594457096,25.721749783371287
cruel,3,3.0,8.573916594457096,25.721749783371287
somebody,3,3.0,8.573916594457096,25.721749783371287
itsucks,3,3.0,8.573916594457096,25.721749783371287
cancel,3,3.0,8.573916594457096,25.721749783371287
core,3,3.0,8.573916594457096,25.721749783371287
bet,3,3.0,8.573916594457096,25.721749783371287
fully,3,3.0,8.573916594457096,25.721749783371287
dizzy,3,3.0,8.573916594457096,25.721749783371287
women,3,3.0,8.573916594457096,25.721749783371287
heartbreak,3,3.0,8.573916594457096,25.721749783371287
reminds,3,3.0,8.573916594457096,25.721749783371287
meet,3,3.0,8.573916594457096,25.721749783371287
disappoint,3,2.0,8.861598666908876,26.584796000726627
rules,3,3.0,8.573916594457096,25.721749783371287
sickk,3,3.0,8.573916594457096,25.721749783371287
between,3,3.0,8.573916594457096,25.721749783371287
major,3,3.0,8.573916594457096,25.721749783371287
unfollowed,3,3.0,8.573916594457096,25.721749783371287
ball,3,3.0,8.573916594457096,25.721749783371287
wet,3,3.0,8.573916594457096,25.721749783371287
talking,3,3.0,8.573916594457096,25.721749783371287
ut,3,3.0,8.573916594457096,25.721749783371287
fewer,3,2.0,8.861598666908876,26.584796000726627
tongue,3,3.0,8.573916594457096,25.721749783371287
movies,3,3.0,8.573916594457096,25.721749783371287
greg,3,3.0,8.573916594457096,25.721749783371287
convinced,3,3.0,8.573916594457096,25.721749783371287
properly,3,3.0,8.573916594457096,25.721749783371287
aches,3,3.0,8.573916594457096,25.721749783371287
cough,3,3.0,8.573916594457096,25.721749783371287
ask,3,3.0,8.573916594457096,25.721749783371287
tonsils,3,3.0,8.573916594457096,25.721749783371287
pics,3,3.0,8.573916594457096,25.721749783371287
mea,3,3.0,8.573916594457096,25.721749783371287
forgive,3,3.0,8.573916594457096,25.721749783371287
freaked,3,3.0,8.573916594457096,25.721749783371287
younger,3,3.0,8.573916594457096,25.721749783371287
learn,3,3.0,8.573916594457096,25.721749783371287
walking,3,3.0,8.573916594457096,25.721749783371287
boored,3,3.0,8.573916594457096,25.721749783371287
lacking,3,3.0,8.573916594457096,25.721749783371287
message,3,3.0,8.573916594457096,25.721749783371287
eye,3,3.0,8.573916594457096,25.721749783371287
deleted,3,3.0,8.573916594457096,25.721749783371287
service,3,3.0,8.573916594457096,25.721749783371287
support,3,3.0,8.573916594457096,25.721749783371287
trust,3,3.0,8.573916594457096,25.721749783371287
box,3,3.0,8.573916594457096,25.721749783371287
outta,3,3.0,8.573916594457096,25.721749783371287
spammers,3,3.0,8.573916594457096,25.721749783371287
dinner,3,3.0,8.573916594457096,25.721749783371287
boredom,3,3.0,8.573916594457096,25.721749783371287
cost,3,3.0,8.573916594457096,25.721749783371287
miles,3,3.0,8.573916594457096,25.721749783371287
gah,3,3.0,8.573916594457096,25.721749783371287
impatient,3,3.0,8.573916594457096,25.721749783371287
dirty,3,3.0,8.573916594457096,25.721749783371287
pray,3,3.0,8.573916594457096,25.721749783371287
loads,3,3.0,8.573916594457096,25.721749783371287
hurtin,3,3.0,8.573916594457096,25.721749783371287
filthy,3,3.0,8.573916594457096,25.721749783371287
bu,3,3.0,8.573916594457096,25.721749783371287
keeping,3,3.0,8.573916594457096,25.721749783371287
yep,3,3.0,8.573916594457096,25.721749783371287
dies,3,3.0,8.573916594457096,25.721749783371287
busted,3,3.0,8.573916594457096,25.721749783371287
tea,3,3.0,8.573916594457096,25.721749783371287
post,3,3.0,8.573916594457096,25.721749783371287
month,3,3.0,8.573916594457096,25.721749783371287
anyways,3,3.0,8.573916594457096,25.721749783371287
entire,3,3.0,8.573916594457096,25.721749783371287
pro,3,3.0,8.573916594457096,25.721749783371287
crash,3,3.0,8.573916594457096,25.721749783371287
helping,3,3.0,8.573916594457096,25.721749783371287
road,3,3.0,8.573916594457096,25.721749783371287
moving,3,3.0,8.573916594457096,25.721749783371287
words,3,3.0,8.573916594457096,25.721749783371287
spam,3,3.0,8.573916594457096,25.721749783371287
mobile,3,3.0,8.573916594457096,25.721749783371287
officially,3,3.0,8.573916594457096,25.721749783371287
anywhere,3,3.0,8.573916594457096,25.721749783371287
dieing,3,3.0,8.573916594457096,25.721749783371287
lesson,3,3.0,8.573916594457096,25.721749783371287
loong,3,3.0,8.573916594457096,25.721749783371287
design,3,3.0,8.573916594457096,25.721749783371287
lovely,3,3.0,8.573916594457096,25.721749783371287
apparently,3,3.0,8.573916594457096,25.721749783371287
fight,3,3.0,8.573916594457096,25.721749783371287
laugh,3,3.0,8.573916594457096,25.721749783371287
chat,3,3.0,8.573916594457096,25.721749783371287
bro,3,3.0,8.573916594457096,25.721749783371287
tierd,3,3.0,8.573916594457096,25.721749783371287
strange,3,3.0,8.573916594457096,25.721749783371287
mums,3,2.0,8.861598666908876,26.584796000726627
uncomfortable,3,3.0,8.573916594457096,25.721749783371287
buzzed,3,3.0,8.573916594457096,25.721749783371287
become,3,3.0,8.573916594457096,25.721749783371287
loose,3,3.0,8.573916594457096,25.721749783371287
omfg,3,3.0,8.573916594457096,25.721749783371287
choice,3,3.0,8.573916594457096,25.721749783371287
empty,3,3.0,8.573916594457096,25.721749783371287
piece,3,3.0,8.573916594457096,25.721749783371287
fails,3,3.0,8.573916594457096,25.721749783371287
version,3,3.0,8.573916594457096,25.721749783371287
ashamed,3,3.0,8.573916594457096,25.721749783371287
ignore,3,3.0,8.573916594457096,25.721749783371287
yuck,3,3.0,8.573916594457096,25.721749783371287
crushed,3,3.0,8.573916594457096,25.721749783371287
act,3,2.0,8.861598666908876,26.584796000726627
cash,3,3.0,8.573916594457096,25.721749783371287
horrid,3,3.0,8.573916594457096,25.721749783371287
site,3,3.0,8.573916594457096,25.721749783371287
writing,3,3.0,8.573916594457096,25.721749783371287
anxious,3,3.0,8.573916594457096,25.721749783371287
eww,3,3.0,8.573916594457096,25.721749783371287
goes,3,3.0,8.573916594457096,25.721749783371287
access,3,3.0,8.573916594457096,25.721749783371287
anyway,3,3.0,8.573916594457096,25.721749783371287
blue,3,3.0,8.573916594457096,25.721749783371287
bother,3,3.0,8.573916594457096,25.721749783371287
funeral,3,3.0,8.573916594457096,25.721749783371287
warm,3,3.0,8.573916594457096,25.721749783371287
thrilled,3,3.0,8.573916594457096,25.721749783371287
yay,3,3.0,8.573916594457096,25.721749783371287
curse,3,3.0,8.573916594457096,25.721749783371287
rude,3,3.0,8.573916594457096,25.721749783371287
dropped,3,3.0,8.573916594457096,25.721749783371287
tweets,3,3.0,8.573916594457096,25.721749783371287
guilty,3,3.0,8.573916594457096,25.721749783371287
rejected,3,3.0,8.573916594457096,25.721749783371287
breathe,3,3.0,8.573916594457096,25.721749783371287
dogs,3,3.0,8.573916594457096,25.721749783371287
bgt,3,3.0,8.573916594457096,25.721749783371287
meeting,3,3.0,8.573916594457096,25.721749783371287
slowest,3,3.0,8.573916594457096,25.721749783371287
means,3,3.0,8.573916594457096,25.721749783371287
mommy,3,3.0,8.573916594457096,25.721749783371287
ai,3,3.0,8.573916594457096,25.721749783371287
fit,3,3.0,8.573916594457096,25.721749783371287
onto,3,3.0,8.573916594457096,25.721749783371287
possible,3,3.0,8.573916594457096,25.721749783371287
pee,3,3.0,8.573916594457096,25.721749783371287
x,3,3.0,8.573916594457096,25.721749783371287
tiny,2,2.0,8.861598666908876,17.72319733381775
nyc,2,2.0,8.861598666908876,17.72319733381775
minutes,2,2.0,8.861598666908876,17.72319733381775
deck,2,2.0,8.861598666908876,17.72319733381775
sense,2,2.0,8.861598666908876,17.72319733381775
cares,2,2.0,8.861598666908876,17.72319733381775
created,2,1.0,9.267063775017041,18.534127550034082
sweaty,2,2.0,8.861598666908876,17.72319733381775
alarm,2,2.0,8.861598666908876,17.72319733381775
outdated,2,1.0,9.267063775017041,18.534127550034082
ou,2,2.0,8.861598666908876,17.72319733381775
screaming,2,1.0,9.267063775017041,18.534127550034082
utter,2,2.0,8.861598666908876,17.72319733381775
park,2,2.0,8.861598666908876,17.72319733381775
grounded,2,2.0,8.861598666908876,17.72319733381775
plane,2,2.0,8.861598666908876,17.72319733381775
los,2,2.0,8.861598666908876,17.72319733381775
ac,2,2.0,8.861598666908876,17.72319733381775
bein,2,2.0,8.861598666908876,17.72319733381775
likes,2,2.0,8.861598666908876,17.72319733381775
terribly,2,2.0,8.861598666908876,17.72319733381775
mashed,2,2.0,8.861598666908876,17.72319733381775
acting,2,2.0,8.861598666908876,17.72319733381775
mins,2,2.0,8.861598666908876,17.72319733381775
sympathy,2,2.0,8.861598666908876,17.72319733381775
heartbroken,2,2.0,8.861598666908876,17.72319733381775
rainy,2,2.0,8.861598666908876,17.72319733381775
teaching,2,2.0,8.861598666908876,17.72319733381775
disapointed,2,2.0,8.861598666908876,17.72319733381775
boys,2,2.0,8.861598666908876,17.72319733381775
lies,2,2.0,8.861598666908876,17.72319733381775
gona,2,2.0,8.861598666908876,17.72319733381775
limit,2,2.0,8.861598666908876,17.72319733381775
revision,2,2.0,8.861598666908876,17.72319733381775
realise,2,2.0,8.861598666908876,17.72319733381775
ra,2,2.0,8.861598666908876,17.72319733381775
iv,2,2.0,8.861598666908876,17.72319733381775
dare,2,2.0,8.861598666908876,17.72319733381775
diamond,2,2.0,8.861598666908876,17.72319733381775
bore,2,2.0,8.861598666908876,17.72319733381775
butt,2,2.0,8.861598666908876,17.72319733381775
suckk,2,2.0,8.861598666908876,17.72319733381775
hayfever,2,2.0,8.861598666908876,17.72319733381775
extra,2,2.0,8.861598666908876,17.72319733381775
complain,2,2.0,8.861598666908876,17.72319733381775
dislike,2,2.0,8.861598666908876,17.72319733381775
dried,2,2.0,8.861598666908876,17.72319733381775
laying,2,2.0,8.861598666908876,17.72319733381775
ea,2,2.0,8.861598666908876,17.72319733381775
crawl,2,2.0,8.861598666908876,17.72319733381775
unfortunatley,2,2.0,8.861598666908876,17.72319733381775
studying,2,2.0,8.861598666908876,17.72319733381775
lip,2,2.0,8.861598666908876,17.72319733381775
drank,2,2.0,8.861598666908876,17.72319733381775
reflux,2,2.0,8.861598666908876,17.72319733381775
wabble,2,1.0,9.267063775017041,18.534127550034082
stone,2,2.0,8.861598666908876,17.72319733381775
lo,2,2.0,8.861598666908876,17.72319733381775
realy,2,2.0,8.861598666908876,17.72319733381775
performing,2,2.0,8.861598666908876,17.72319733381775
bought,2,2.0,8.861598666908876,17.72319733381775
sending,2,2.0,8.861598666908876,17.72319733381775
average,2,1.0,9.267063775017041,18.534127550034082
complete,2,2.0,8.861598666908876,17.72319733381775
calling,2,2.0,8.861598666908876,17.72319733381775
highlight,2,2.0,8.861598666908876,17.72319733381775
ly,2,2.0,8.861598666908876,17.72319733381775
tennessee,2,2.0,8.861598666908876,17.72319733381775
shed,2,2.0,8.861598666908876,17.72319733381775
field,2,2.0,8.861598666908876,17.72319733381775
session,2,2.0,8.861598666908876,17.72319733381775
hmph,2,2.0,8.861598666908876,17.72319733381775
mee,2,2.0,8.861598666908876,17.72319733381775
shitt,2,2.0,8.861598666908876,17.72319733381775
uber,2,2.0,8.861598666908876,17.72319733381775
connection,2,2.0,8.861598666908876,17.72319733381775
arrival,2,2.0,8.861598666908876,17.72319733381775
dull,2,2.0,8.861598666908876,17.72319733381775
actual,2,2.0,8.861598666908876,17.72319733381775
direct,2,2.0,8.861598666908876,17.72319733381775
wishing,2,2.0,8.861598666908876,17.72319733381775
gumbo,2,1.0,9.267063775017041,18.534127550034082
bring,2,2.0,8.861598666908876,17.72319733381775
peed,2,2.0,8.861598666908876,17.72319733381775
respect,2,2.0,8.861598666908876,17.72319733381775
bigger,2,2.0,8.861598666908876,17.72319733381775
key,2,2.0,8.861598666908876,17.72319733381775
tears,2,2.0,8.861598666908876,17.72319733381775
tir,2,2.0,8.861598666908876,17.72319733381775
poorer,2,1.0,9.267063775017041,18.534127550034082
disaster,2,2.0,8.861598666908876,17.72319733381775
arrest,2,2.0,8.861598666908876,17.72319733381775
espresso,2,2.0,8.861598666908876,17.72319733381775
interested,2,2.0,8.861598666908876,17.72319733381775
kitty,2,2.0,8.861598666908876,17.72319733381775
poorly,2,2.0,8.861598666908876,17.72319733381775
beach,2,2.0,8.861598666908876,17.72319733381775
newest,2,2.0,8.861598666908876,17.72319733381775
seat,2,2.0,8.861598666908876,17.72319733381775
unemployed,2,2.0,8.861598666908876,17.72319733381775
shoes,2,2.0,8.861598666908876,17.72319733381775
literally,2,2.0,8.861598666908876,17.72319733381775
whatever,2,2.0,8.861598666908876,17.72319733381775
link,2,2.0,8.861598666908876,17.72319733381775
complaining,2,2.0,8.861598666908876,17.72319733381775
healthy,2,2.0,8.861598666908876,17.72319733381775
sads,2,2.0,8.861598666908876,17.72319733381775
tease,2,2.0,8.861598666908876,17.72319733381775
chest,2,2.0,8.861598666908876,17.72319733381775
fb,2,2.0,8.861598666908876,17.72319733381775
projects,2,2.0,8.861598666908876,17.72319733381775
foolish,2,2.0,8.861598666908876,17.72319733381775
bi,2,2.0,8.861598666908876,17.72319733381775
somehow,2,2.0,8.861598666908876,17.72319733381775
koreans,2,2.0,8.861598666908876,17.72319733381775
killen,2,2.0,8.861598666908876,17.72319733381775
ch,2,2.0,8.861598666908876,17.72319733381775
tripped,2,2.0,8.861598666908876,17.72319733381775
buzz,2,2.0,8.861598666908876,17.72319733381775
ny,2,2.0,8.861598666908876,17.72319733381775
goo,2,2.0,8.861598666908876,17.72319733381775
hangover,2,2.0,8.861598666908876,17.72319733381775
v,2,1.0,9.267063775017041,18.534127550034082
bio,2,2.0,8.861598666908876,17.72319733381775
heavy,2,2.0,8.861598666908876,17.72319733381775
during,2,2.0,8.861598666908876,17.72319733381775
blood,2,2.0,8.861598666908876,17.72319733381775
distracted,2,2.0,8.861598666908876,17.72319733381775
ga,2,2.0,8.861598666908876,17.72319733381775
everybody,2,2.0,8.861598666908876,17.72319733381775
insomnia,2,2.0,8.861598666908876,17.72319733381775
microsoft,2,2.0,8.861598666908876,17.72319733381775
apathetic,2,2.0,8.861598666908876,17.72319733381775
sat,2,2.0,8.861598666908876,17.72319733381775
bum,2,2.0,8.861598666908876,17.72319733381775
meh,2,2.0,8.861598666908876,17.72319733381775
blown,2,2.0,8.861598666908876,17.72319733381775
mama,2,2.0,8.861598666908876,17.72319733381775
puppy,2,2.0,8.861598666908876,17.72319733381775
karaoke,2,2.0,8.861598666908876,17.72319733381775
tax,2,2.0,8.861598666908876,17.72319733381775
cope,2,2.0,8.861598666908876,17.72319733381775
empire,2,2.0,8.861598666908876,17.72319733381775
input,2,1.0,9.267063775017041,18.534127550034082
tiredd,2,2.0,8.861598666908876,17.72319733381775
horror,2,2.0,8.861598666908876,17.72319733381775
chem,2,2.0,8.861598666908876,17.72319733381775
icant,2,2.0,8.861598666908876,17.72319733381775
mental,2,2.0,8.861598666908876,17.72319733381775
panic,2,2.0,8.861598666908876,17.72319733381775
ex,2,2.0,8.861598666908876,17.72319733381775
track,2,2.0,8.861598666908876,17.72319733381775
cuddle,2,2.0,8.861598666908876,17.72319733381775
nigh,2,2.0,8.861598666908876,17.72319733381775
awesome,2,2.0,8.861598666908876,17.72319733381775
refuse,2,2.0,8.861598666908876,17.72319733381775
xd,2,2.0,8.861598666908876,17.72319733381775
wishes,2,2.0,8.861598666908876,17.72319733381775
assholes,2,2.0,8.861598666908876,17.72319733381775
quiet,2,2.0,8.861598666908876,17.72319733381775
everr,2,2.0,8.861598666908876,17.72319733381775
drive,2,2.0,8.861598666908876,17.72319733381775
dr,2,2.0,8.861598666908876,17.72319733381775
jack,2,2.0,8.861598666908876,17.72319733381775
jeez,2,2.0,8.861598666908876,17.72319733381775
rarely,2,2.0,8.861598666908876,17.72319733381775
disc,2,2.0,8.861598666908876,17.72319733381775
wiped,2,2.0,8.861598666908876,17.72319733381775
holiday,2,2.0,8.861598666908876,17.72319733381775
parking,2,2.0,8.861598666908876,17.72319733381775
guinea,2,2.0,8.861598666908876,17.72319733381775
beyond,2,2.0,8.861598666908876,17.72319733381775
wreck,2,2.0,8.861598666908876,17.72319733381775
headaches,2,2.0,8.861598666908876,17.72319733381775
storm,2,2.0,8.861598666908876,17.72319733381775
board,2,1.0,9.267063775017041,18.534127550034082
bullied,2,2.0,8.861598666908876,17.72319733381775
sisters,2,2.0,8.861598666908876,17.72319733381775
animal,2,2.0,8.861598666908876,17.72319733381775
drinking,2,2.0,8.861598666908876,17.72319733381775
wknd,2,2.0,8.861598666908876,17.72319733381775
shift,2,2.0,8.861598666908876,17.72319733381775
spoilt,2,2.0,8.861598666908876,17.72319733381775
scarred,2,2.0,8.861598666908876,17.72319733381775
bby,2,2.0,8.861598666908876,17.72319733381775
arg,2,2.0,8.861598666908876,17.72319733381775
phew,2,2.0,8.861598666908876,17.72319733381775
nail,2,2.0,8.861598666908876,17.72319733381775
dust,2,2.0,8.861598666908876,17.72319733381775
state,2,2.0,8.861598666908876,17.72319733381775
scratches,2,2.0,8.861598666908876,17.72319733381775
te,2,2.0,8.861598666908876,17.72319733381775
jo,2,2.0,8.861598666908876,17.72319733381775
balls,2,2.0,8.861598666908876,17.72319733381775
ck,2,2.0,8.861598666908876,17.72319733381775
urself,2,2.0,8.861598666908876,17.72319733381775
counting,2,2.0,8.861598666908876,17.72319733381775
hatee,2,2.0,8.861598666908876,17.72319733381775
ship,2,2.0,8.861598666908876,17.72319733381775
rid,2,2.0,8.861598666908876,17.72319733381775
hello,2,2.0,8.861598666908876,17.72319733381775
remains,2,2.0,8.861598666908876,17.72319733381775
hold,2,2.0,8.861598666908876,17.72319733381775
together,2,2.0,8.861598666908876,17.72319733381775
dryer,2,2.0,8.861598666908876,17.72319733381775
gig,2,2.0,8.861598666908876,17.72319733381775
flick,2,2.0,8.861598666908876,17.72319733381775
raise,2,2.0,8.861598666908876,17.72319733381775
muscle,2,2.0,8.861598666908876,17.72319733381775
yoou,2,2.0,8.861598666908876,17.72319733381775
nugget,2,2.0,8.861598666908876,17.72319733381775
loner,2,2.0,8.861598666908876,17.72319733381775
wa,2,2.0,8.861598666908876,17.72319733381775
costs,2,2.0,8.861598666908876,17.72319733381775
scratched,2,2.0,8.861598666908876,17.72319733381775
season,2,2.0,8.861598666908876,17.72319733381775
battery,2,2.0,8.861598666908876,17.72319733381775
cancer,2,2.0,8.861598666908876,17.72319733381775
enjoy,2,2.0,8.861598666908876,17.72319733381775
threw,2,2.0,8.861598666908876,17.72319733381775
lake,2,2.0,8.861598666908876,17.72319733381775
story,2,2.0,8.861598666908876,17.72319733381775
worth,2,2.0,8.861598666908876,17.72319733381775
blues,2,2.0,8.861598666908876,17.72319733381775
showing,2,2.0,8.861598666908876,17.72319733381775
teacher,2,2.0,8.861598666908876,17.72319733381775
doin,2,2.0,8.861598666908876,17.72319733381775
pity,2,2.0,8.861598666908876,17.72319733381775
tw,2,2.0,8.861598666908876,17.72319733381775
baseball,2,2.0,8.861598666908876,17.72319733381775
unable,2,2.0,8.861598666908876,17.72319733381775
charge,2,2.0,8.861598666908876,17.72319733381775
arent,2,2.0,8.861598666908876,17.72319733381775
fly,2,2.0,8.861598666908876,17.72319733381775
pigeon,2,2.0,8.861598666908876,17.72319733381775
uggh,2,2.0,8.861598666908876,17.72319733381775
upsetting,2,2.0,8.861598666908876,17.72319733381775
doubt,2,2.0,8.861598666908876,17.72319733381775
pulled,2,2.0,8.861598666908876,17.72319733381775
pls,2,2.0,8.861598666908876,17.72319733381775
realize,2,2.0,8.861598666908876,17.72319733381775
mentally,2,2.0,8.861598666908876,17.72319733381775
ish,2,2.0,8.861598666908876,17.72319733381775
library,2,2.0,8.861598666908876,17.72319733381775
talent,2,2.0,8.861598666908876,17.72319733381775
ion,2,2.0,8.861598666908876,17.72319733381775
driver,2,2.0,8.861598666908876,17.72319733381775
liesboystell,2,2.0,8.861598666908876,17.72319733381775
grey,2,2.0,8.861598666908876,17.72319733381775
writer,2,2.0,8.861598666908876,17.72319733381775
depressi,2,2.0,8.861598666908876,17.72319733381775
sweet,2,2.0,8.861598666908876,17.72319733381775
puts,2,2.0,8.861598666908876,17.72319733381775
bust,2,2.0,8.861598666908876,17.72319733381775
mosquito,2,2.0,8.861598666908876,17.72319733381775
clock,2,2.0,8.861598666908876,17.72319733381775
attacked,2,2.0,8.861598666908876,17.72319733381775
bleh,2,2.0,8.861598666908876,17.72319733381775
denied,2,2.0,8.861598666908876,17.72319733381775
except,2,2.0,8.861598666908876,17.72319733381775
purpose,2,2.0,8.861598666908876,17.72319733381775
insanely,2,2.0,8.861598666908876,17.72319733381775
damp,2,2.0,8.861598666908876,17.72319733381775
delays,2,2.0,8.861598666908876,17.72319733381775
wanting,2,2.0,8.861598666908876,17.72319733381775
fool,2,2.0,8.861598666908876,17.72319733381775
followers,2,2.0,8.861598666908876,17.72319733381775
overheating,2,2.0,8.861598666908876,17.72319733381775
shots,2,2.0,8.861598666908876,17.72319733381775
argghh,2,2.0,8.861598666908876,17.72319733381775
fans,2,2.0,8.861598666908876,17.72319733381775
waa,2,2.0,8.861598666908876,17.72319733381775
mourning,2,2.0,8.861598666908876,17.72319733381775
knows,2,2.0,8.861598666908876,17.72319733381775
allowed,2,2.0,8.861598666908876,17.72319733381775
nap,2,2.0,8.861598666908876,17.72319733381775
bottom,2,2.0,8.861598666908876,17.72319733381775
depression,2,2.0,8.861598666908876,17.72319733381775
drama,2,2.0,8.861598666908876,17.72319733381775
doors,2,2.0,8.861598666908876,17.72319733381775
es,2,2.0,8.861598666908876,17.72319733381775
earphones,2,2.0,8.861598666908876,17.72319733381775
wide,2,2.0,8.861598666908876,17.72319733381775
tooth,2,2.0,8.861598666908876,17.72319733381775
cable,2,2.0,8.861598666908876,17.72319733381775
dry,2,2.0,8.861598666908876,17.72319733381775
rant,2,2.0,8.861598666908876,17.72319733381775
damned,2,2.0,8.861598666908876,17.72319733381775
yea,2,2.0,8.861598666908876,17.72319733381775
flights,2,2.0,8.861598666908876,17.72319733381775
costly,2,2.0,8.861598666908876,17.72319733381775
shifts,2,2.0,8.861598666908876,17.72319733381775
imagine,2,2.0,8.861598666908876,17.72319733381775
company,2,2.0,8.861598666908876,17.72319733381775
stay,2,2.0,8.861598666908876,17.72319733381775
bothering,2,2.0,8.861598666908876,17.72319733381775
holly,2,2.0,8.861598666908876,17.72319733381775
emotional,2,2.0,8.861598666908876,17.72319733381775
college,2,2.0,8.861598666908876,17.72319733381775
fu,2,2.0,8.861598666908876,17.72319733381775
starts,2,2.0,8.861598666908876,17.72319733381775
crashing,2,2.0,8.861598666908876,17.72319733381775
fire,2,2.0,8.861598666908876,17.72319733381775
horrific,2,2.0,8.861598666908876,17.72319733381775
lives,2,2.0,8.861598666908876,17.72319733381775
michael,2,2.0,8.861598666908876,17.72319733381775
piano,2,2.0,8.861598666908876,17.72319733381775
bank,2,2.0,8.861598666908876,17.72319733381775
everyday,2,2.0,8.861598666908876,17.72319733381775
favourite,2,2.0,8.861598666908876,17.72319733381775
ticket,2,2.0,8.861598666908876,17.72319733381775
downtown,2,2.0,8.861598666908876,17.72319733381775
door,2,2.0,8.861598666908876,17.72319733381775
tastes,2,2.0,8.861598666908876,17.72319733381775
tight,2,2.0,8.861598666908876,17.72319733381775
radio,2,2.0,8.861598666908876,17.72319733381775
sing,2,2.0,8.861598666908876,17.72319733381775
cute,2,2.0,8.861598666908876,17.72319733381775
chomp,2,1.0,9.267063775017041,18.534127550034082
jerk,2,2.0,8.861598666908876,17.72319733381775
trapped,2,2.0,8.861598666908876,17.72319733381775
embarrassing,2,2.0,8.861598666908876,17.72319733381775
smack,2,2.0,8.861598666908876,17.72319733381775
gd,2,2.0,8.861598666908876,17.72319733381775
ot,2,2.0,8.861598666908876,17.72319733381775
raw,2,2.0,8.861598666908876,17.72319733381775
sale,2,2.0,8.861598666908876,17.72319733381775
